post,tema,topic
ubavilo kd pomlad ondak mlogo ubav ubavo obukuješ ubavo ti stoji obleklo ubavo odiš po put ubavo premenjuješ ubave devojke pogleđuješ ubavo probiraš vašari ubave snajke seno zbiru ubave devojke žene svadbe udadbe ubavo pojenje šalenje sas ovce goveda ubave marame vutare ubavi opanci vezane čarape ubavo igranje kolo ubave svirke uz gajde ubavi momci oro vode ubavi drvodelja krsno praji saveljke razboj tkanje ubave čerge tkaju ubavo vezu čaršavi jastuci ubavo oženil udala ubavo ti udesi ubavo mu vrnu milo drago ubavo beše bev pomlad ubavo projdoše mile godine ubavo majka pričala ubava rabota ubavo svrši neje ubavo takoj kd ti mladost projde dnske setim onoj majkino kazuvanje „ubavilo kuću zavilo“,umetnost,1
ubavo ,umetnost,1
mravlji puko po nostalgiji ☕,umetnost,1
smem okačim moju zadnju pesmu iako valja čitate uopšte budete prestrogi,umetnost,2
 vredno kmecanja daj,umetnost,2
zadnju cek pesme kacila ja reko copy paste negde ,umetnost,2
zadnju oh noooooooo cekam dnevnik rtsa,umetnost,2
httpsimgflipcomixtt,umetnost,2
aduholz radi ,umetnost,2
ahudolz sreca smoleman vidi zamisliti radi osnovcima osnovnoj,umetnost,1
loše ste shvatili najsvežije napisanu poslednje napisanu ja stavim ja autor ivana c piše koga zanima,umetnost,2
 poeta naturalis naslov nemam moram prekinem nit ušiva stotinama igala bolešljiva proleća grozničave dane noći sunca rađa bezbroj isprobadanih srca pokušaću dozovem mrca glasom stakla soli sažetim okom leda vatri koprca svirepim arijama boli žmurim žmurim prebrajam strahove mraku dlanova žuljavih žurim iskopam sopstvenu raku moram pokidam konac veze smrt duž koraka zaustavim šilo udenuto ranama gordošću žive vatre skrušenošću monaha prospem kroz reč neispisanim stranama spasiti otarasiti plivati bojim utona zora nečiji vrt ukrasiti umirem lepote sutona ivana c slaba razaznam fali osećam fali,umetnost,1
ja razumem valja fali muke pjesma ispoja iskucao kome po taman,umetnost,2
 umetnost težinu čistu lepotu nastaje jedino patnje fali tim ja previše lenja radim svojim žvrljotinama a nekako dopravlja doteruje,umetnost,2
kolko ti odlepljen lepote druže ,umetnost,1
jeste ikada čuli narodnu erotsku poezijuznate onu vuka karađića j sremackojeg nemac a svake noćiutera pevac knjiga bosanske erotske poezijenaziv knjige gaćama diglo autor knjige nepoznatsvima poznate vojvođanske cajkebezobrazni bećarci bećarskih jebo jeali lizo pizda kraj dupeta blizoaman,umetnost,2
ti rece bices normalan,umetnost,1
pišem vezi temei,umetnost,1
 dr vuk nemojte srditi,umetnost,2
totali ti stvarno nekoj ludoj žurci svojoj glavi,umetnost,2
poezija skup majstorski uvijenjh pomija foliju nitkovskih fraza nitkovi vole pravi nitkovi stvaraju žanr trebala postojati inače nikome potrebna mrtav jezik,umetnost,2
dobra,umetnost,1
cepaj httpsimgflipcomiekfv,umetnost,2
don quijote feniks traje lepo kasnije postaje pepo kovčeg prvi kucam ekser ja krila mojih perja krila leteste dugo żivota lepog neizvozana prugo pepelu dragi posta feniks pravi ja ti vatre dati iskre svetle duša bolna ozdravi anheli srce žar metle lepo taman san lepi ostane dosanjan,umetnost,1
 ljubav jovan dučić duša ispunjena tobom tamna gora studenom tišinom morsko bezdno neprovidnom tminom večni pokret nevidljivim dobom beskrajna silna kobna tečeš mojom krvlju žena mašta tvoga daha prepuno svašta svugde prisutna svemu istodobna pobele zvezde suton lugom rađaš sunce noći mome telu drhtiš samoći raspaljena ognjem smrzla tugom tvom tamnom moru lepote kobi celo trepet sene ljubljena ženo silnija – ti strujiš kroz vene dobi mračna tajna ležiš dnu glas eho tvog ćutanja ja ni vidim a duge sate oči zasenjene,umetnost,2
skoro sude knigu pise vitez roda moga dalekoj zemlji okovan salje svojoj vijernoj ljubi pod zidine grada bijeloga ej ljube moga oka vilo idu dani ode godina ej uza tilo braca izdala sude volim volim najvise branio najdraze sude dusmani ljube znaju istina voda duboka ej djeco mila vite grane poslusajte vam govorim ej ljubi cuva bozjeg lica nece vidjeti sude volim volim najvise branio najdraze sude dusmani ljube znaju istina voda duboka,umetnost,2
miroslav škoro be like,umetnost,2
poezija dobio trbušnjake smejući httpsyoutuberxindpoejbwsimdtvjarfefiiir,umetnost,2
a leče rane pijane noći konobar svane piće toči popiješ ti veče zaradiš čulo kô kalaši ti budala čulo kô kalaši ti budala ma čulo kô kalaši ti budala čulo kô kalaši ti budala ma čulo kô kalaši ti budala ma znaju svuda gazde kluba praviš dug ma praviš praviš hej glavo luda tolko lutaš vrati jug ma vrati vrati,umetnost,1
pomislis rodjeni brate koga avi kune kasne sate koga kune gospa noci njene teske muke ocel ikad proci vazda odje pomoci zeman dosa kintu uplatili dajem vam znanje navrati avi forumu ,umetnost,2
ovu pjesmu ja napisao kraju osnovne dkole godine prije upisati gimnaziju gimnazija ludilo ja prvog septembra izdržati profesore spopadati žestoke cure poludjeti ja uceњa bubaњa gruvaњa osnovnoj jod durati moglo osnovnoj jod lako ocjene bile super a ucio nidta raja strava ma bolan potaman ha ha ha ha ha ha ha pricala obrenka pricice nećete otvoriti vrata gimnazije otvorili gotovo predstoje zeznute cetri godine glas slavnićke pozadini a jeste luudiii ahahahahaha glas obrenke pozadini daću ja dvice gimnazija ludilo ja prvog septembra izdržati profesore makar lijepo uz žestoke cure poludjeti ja uceњa bubaњa gruvaњa,umetnost,2
jovo vuce repu fazon doberman dodji grcku,umetnost,2
httpsctenorcompnyfvvsaaaadtenorgif,umetnost,2
ma vrlo krindž krindž tad pisao viška slobodnog vremena eto uglavnom kraju osnovne zamišljao gimnaziju ps interesantno iskopao naftalina,umetnost,2
 napisao balašević umjesto rješenja zadataka pismenom matematike umesto sinusa ostalih polinoma filozof im sličim razmislim tome ističem posebno ničim osim živim svojim životom a ruku srce stavim obzira htjenja neću ni ni gnjavim poštenjak rođenja ja naprosto prepišem grozna sramota pod klupu pogledam vešto tišilo celog života pasti verovatno škoći reći zbogom dovek život promeniti znatno postati čovek filozof im sličim razmislim tome ističem posebno ničim osim živim svojim životom,umetnost,2
el dobio topa zakljuceno il profa smilovao kaze legenda,umetnost,1
dobio ovakav komentar ovakav rad pismenom ispitu matematike uobičajen potrebe ocenjivati komentarisati,umetnost,1
kakav šeret,umetnost,1
smoleman ovakve rusio keca,umetnost,2
eee balaševiću vazda drugi cijene tvojih jova kopirao klixa tome ripcina legendo,umetnost,2
nadam gori paklu smrad,umetnost,2
auuuu jovo oklagijatore sram plag,umetnost,2
inace balasevica porodica postaje gora raznorazne jokiceve brace kojekakvih srkija po ponasanju gledaju odrade nebil uzeli dodatne pare ciganj balasz drzao stvari pod kontrolom ziv,umetnost,1
httpswwwyoutubecomwatchvcjtqepxy,umetnost,2
 tema otvorena umetnicke fotografije svake vrste zabranjeno ubacivati fotografije pornografskogfasistickograsisitickog nacistickog sadrzaja fotografije defekacijakrvarenjapovracanjaranjavanja bilokakvog povredjivanja izricito zabranjeno ubacivati fotografije predstavljaju nekog clanova vukajlijelicni opis,umetnost,2
 doprinos temi slikano šatro karnevalu pančevu slikahttpfarmstaticflickrcomfcaejpgv,umetnost,1
slikahttpiphotobucketcomalbumsmlaurastolicarttjpg inace trenutku pogledate cini covek cuci pored velike flase kokakole vara flasa kokakole oslikana betonu izgleda tri dimenzije naslikano fotoaparatom,umetnost,2
 kace nemam protiv zabranjene slike vidi licni opis clanova vukaljije,umetnost,1
 najboљe fotografije originalna rezolucija veća h smaњim poslužiće pamukale turska sraњe skroluje slikahttpiphotobucketcomalbumsffendotterpamukalepng led krecњak hladan vedticja sisa a ºc po cika celzijusu,umetnost,1
hmmm krši pravila teme httpimgimageshackusimgmalatqjpg jedna mrtva priroda httpimgimageshackusimgdscnezjpg niko kaći ,umetnost,2
sviđa suptilno odvojio prostor vremena istoj fotografiji gornjoj naravno,umetnost,1
stara fora al rekoh ajd ,umetnost,2
jbt verujem tema izazvala interesovanjaddd,umetnost,1
jeste stara fora al ispalo pogledi razlikuju ti live pogled tugaljiviji ,umetnost,2
aha ddd,umetnost,2
 dole mrtva prirodato mrtva muva ,umetnost,1
al prirodna muva beš veštačkih aditiva ,umetnost,2
rifreš,umetnost,2
catch moment slikahttpgalleryphotonetphotolgjpg,umetnost,2
 mojih fotki desni klik open image videle cele httpiservimgcomufcgjpg httpiservimgcomufcgjpg httpiservimgcomufcgjpg httpiservimgcomufimgjpg httpiservimgcomufcgjpg,umetnost,2
između sna jave httpimgimageshackusimgsanijavajpg,umetnost,1
 vukajlijaše cvijet strasti terase ste primili httpimgimageshackusimgfaafbjpg,umetnost,2
sanjalice posto das terasu ,umetnost,2
nažalost prodajem staviti sličica ,umetnost,2
klikćite zumirajte skoro beskonacnosti razgledajte tokijo drugo sacekate ucita zumira slika sasvim izbistri odlican sajt slabijom konekcijom httpgigapanorgviewgigapanphpid jedne takve panorame srbije httpgigapanorgviewgigapanphpid dubai httpgigapanorgviewgigapanphpid alpi httpgigapanorgviewgigapanphpid los angeles south bay vista ludacki zumira httpgigapanorgviewgigapanphpid uostalom istražujte sami vrhu stranice search neverovatno celo vece buљim divim super ovoga napravi igra npr nađi toj toj slici coveka zelenom duksu kosi travu ,umetnost,2
havaji naizgled obicna fotka klikćite plaže cekajte izbistri bezbroj detaљa httpgigapanorgviewgigapanphpid,umetnost,1
 pređe tema podforum kultura ,umetnost,2
httpontfincomwordwpcontentuploadsiguazufallsjpg,umetnost,1
httpfarmstaticflickrcombcejpg httpfarmstaticflickrcomabfejpg httpfarmstaticflickrcomajpg httpfarmstaticflickrcomdfdfaadbjpg httpfarmstaticflickrcomfeecjpg fotografije inace mali deo kolekcije jednog mog kolege ocigledno odlican fotograf ,umetnost,1
httpphotoseakfbcdnnetphotosaksncvnjpg,umetnost,2
httpimgimageshackusimgaacejpg cvijet strasti mojoj terasi,umetnost,2
 sajt gomilom prelepih fotografija httppixdauscom,umetnost,2
httpimgimageshackusimgmisaojpg misao,umetnost,2
httpimgimageshackusimgdscytwjpg,umetnost,1
httppixdauscompicslmjjpg,umetnost,1
httppixdauscomsmallctmmjpeg,umetnost,2
najveca postojeca slikatrines gigapiksela httpwwwharlemgigapixelscom,umetnost,1
 slikano usred zime napolju pingvini padaju nesvest a opštini blace httpphotoshakfbcdnnetphotosaksncvnjpg,umetnost,1
httpimgimageshackusimggagijpg,umetnost,1
httpimgimageshackusimggagijpg,umetnost,1
httpimgimageshackusimggagijpg httpimgimageshackusimggagijpg httpimgimageshackusimggagijpg httpimgimageshackusimggagijpg,umetnost,1
httpimgimageshackusimgstariprozorjpg,umetnost,2
httpimgimageshackusimgrdjarjpg,umetnost,2
 mojih httpiphotobucketcomalbumseelonestalkerimgjpg httpiphotobucketcomalbumseelonestalkerimgjpg httpiphotobucketcomalbumseelonestalkerimgjpg httpiphotobucketcomalbumseelonestalkerimgsjpg,umetnost,1
obožavam fotografiju gomilu prilično dobrih fotki jedva čekam dobar fotoaparat ,umetnost,2
 ja fine fotke a najviše sviđa httpitinypiccomlixphjpg slikano nekog brda sutomora,umetnost,1
httpitinypiccomwbavjpg,umetnost,1
httpimgimageshackusimgcicakjpg httpimgimageshackusimgimgresizejpg httpimgimageshackusimgsumaricejpg,umetnost,2
tek video temu fine fotke ja dodam vrh jedne litice soli vidi malecna plaža savrdeno netaknuta priroda skoro pol sata stigne uvale radi kritu httpphotosgakfbcdnnethphotosaksnchssncnjpg httpphotoshakfbcdnnethphotosaksnchssncnjpg httpphotosbakfbcdnnethphotosaksnchssncnjpg httpphotosdakfbcdnnethphotosaksnchssncnjpg,umetnost,2
httpimgimageshackusimgzivuljkajpg,umetnost,2
httpimgimageshackusimgkonzervajpg,umetnost,1
httpimgimageshackusimgdsclbjpg,umetnost,1
divni stenapredujemo,umetnost,2
elenna aparat ,umetnost,2
httpwwwadoramacomisodsctxgyhtml,umetnost,1
httpblogspcworldcomstaffblogarchivesbsonydsctrcwjpg ovako izgledamislim boju,umetnost,2
 slikane boljim aparatomali zalost moji vecina ovih fotki slikana grckoj,umetnost,1
fotke fenomenalne mr paradox prednjači nekih mojih terena mali potkovičar majka mladuncem httplhggphtcomqxfzpsiqsmswvjfbiaaaaaaaaacwyoctocfsrhinolophusspjpg eskulapov smuk httplhggphtcomqxfzpsiqsmszsclwiaaaaaaaaadnieprkbszamenislongissimusjpg poskok httplhggphtcomqxfzpsiqsmszrwehiaaaaaaaaaeaaxagdmsocesviperaammodytesjpg,umetnost,2
httpwwwdodajrsfmqkcrtiavodenicajpg httpwwwdodajrsfxblpaddxzjpg,umetnost,2
 ti lepe fotke ,umetnost,2
httpiphotobucketcomalbumslltherewasnoothernamejpgt makro fotografija pokusaju,umetnost,1
 nabacim fotku ,umetnost,1
 tvoju interneta,umetnost,2
imghttpitinypiccomfktidujpgimg,umetnost,2
httpiservimgcomufjpg,umetnost,2
marijana fotka divna,umetnost,2
httpiphotobucketcomalbumsxxmajavpajpgt,umetnost,2
httpstaticpanoramiocomphotosoriginaljpg,umetnost,2
httpiphotobucketcomalbumsxxmajavpajpgt,umetnost,2
httpiphotobucketcomalbumsxxmajavpjpgt,umetnost,2
httpiphotobucketcomalbumsxxmajavpjpgt,umetnost,2
httpimgimageshackusimgjpg,umetnost,1
ponosan d httpimgimageshackusimgjpg,umetnost,2
church pub divne ti fotografije zaista bavis time profesionalno cisto razonode,umetnost,1
 volela bavim bar poluprofesionalno ce sacekati vreme studiram arhitekturu master ce arhitektonski dizajn ljubav prema fotografiji eksperimentisanju tog tipa nekako prirodno dodje hobi seriju ovih gradskih fotografija ovih sedam okacila seriju fotografija putovanja istom stilu npr httpfarmstaticflickrcomaacbjpg httpfarmstaticflickrcomedeabjpg,umetnost,2
 fotosop koristis ps slike divne,umetnost,2
trenutno adobe cs extended cs dugo gimp linuxu ,umetnost,1
 fotografija httpthdeviantartnetfswibwaitingforthesupernovabytomasoalbinonijpg httpfcdeviantartnetfsiaspeedbytomasoalbinonijpg httpfcdeviantartnetfsisunrisebytomasoalbinonijpg poslednja slikana sati ujutru dočeka prva omiljena,umetnost,1
httpiphotobucketcomalbumsxxmajavpjpgt divčibare april ,umetnost,2
httpiphotobucketcomalbumsxxmajavpjpgt krf avgust ,umetnost,2
httpiphotobucketcomalbumsxxmajavpjpgt ohrid crni drim avgust ,umetnost,2
httpiphotobucketcomalbumsxxmajavpjpgt ohrid avgust ,umetnost,2
httpiphotobucketcomalbumsxxmajavpjpgt juni ,umetnost,2
češka oktobar httpwwwfotorolacomuploadsadbejpg httpwwwfotorolacomuploadsaeejpg,umetnost,2
httpiphotobucketcomalbumsuulidijaimgjpgt,umetnost,1
church pub kriterijum po kojem biras ce boji onako drugim recima prica iza fotografija ,umetnost,1
praha httpimgimageshackusimgdscndjpg,umetnost,2
prag pun tih zamkova starih crkvi kaldrmi osecaj xv veku ,umetnost,2
church pub fotografije ti genijalne,umetnost,2
serif lepo pitanje fotografije londona pricu postoje razlozi zasto boji trava oranzerija a tice slika beograda prethodne stane polovina detalja boji poentu polovina izabrana stilski zadesila odgovarajucem mestu odgovarajucem koloritu majav prelepe,umetnost,2
ohrid ,umetnost,2
httpimgimageshackusimgimgsmalljpg httpimgimageshackusimgimgsmalljpg,umetnost,2
 lepo ,umetnost,2
 lepo ,umetnost,2
httpitinypiccomvxpxzjpg,umetnost,1
httpimgimageshackusimgimgsmalljpg,umetnost,2
tema zamrla mali komšija leva ruka xd httpfcdeviantartnetfsiealbuquerquebytomasoalbinonijpg httpfcdeviantartnetfsicacontrastbytomasoalbinonijpg,umetnost,1
 lepih fotki ja prilozim httpfarmstaticflickrcomfeadjpg httpfarmstaticflickrcomcfaafbcjpg httpfarmstaticflickrcombfjpg,umetnost,2
dunja jesu fotke,umetnost,2
jesu htedoh ostavim link citav photostream flickru l kosi pravilima,umetnost,1
super fotke tri,umetnost,1
 dopadaju želim vidim želim vidim d,umetnost,2
 slikao juce telefonom ,umetnost,2
httpitinypiccomczmjpg,umetnost,1
lepe fotke postovanjem ovoj temi izgurate oplemenjivanje groblja drugo mesto ,umetnost,2
 ranije video httpfarmstaticflickrcomfbfafcejpg httpfarmstaticflickrcomfbafjpg,umetnost,2
strokane vrh,umetnost,2
 jod httpfarmstaticflickrcombedcjpg httpfarmstaticflickrcomfbejpg,umetnost,2
eve dve dugom ekspozicijom ,umetnost,2
stivene odlične odakle btw pogotovo sviđa mali grad,umetnost,2
živeo smederevu slikane prodlog avgusta bivdi sugrađani stvari nastavićemo poruka spamujemo,umetnost,2
zaboravio kažem fenomenalne vidi uložen trud a vidi razumed ja cisto amaterski namestim auto klik svaka cast,umetnost,2
